time,lat,lon,alt,label,user,x,y
2008-06-06 23:49:18,39.906175,116.390403,114.0,11,167,447893.65906639775,4417521.477336424
2008-06-06 23:49:19,39.906179,116.390533,113.0,11,167,447904.7741424584,4417521.845453784
2008-06-06 23:49:20,39.906185,116.390663,112.0,11,167,447915.8907317232,4417522.435566401
2008-06-06 23:49:21,39.906187,116.390786,112.0,11,167,447926.4059497131,4417522.585818606
2008-06-06 23:49:22,39.906193,116.390907,111.0,11,167,447936.7532404029,4417523.181209394
2008-06-06 23:49:23,39.906197,116.391021,110.0,11,167,447946.50067485555,4417523.558715117
2008-06-06 23:49:24,39.906199,116.391123,108.0,11,167,447955.2208677939,4417523.721247297
2008-06-06 23:49:25,39.906205,116.391213,106.0,11,167,447962.9183596123,4417524.334739658
2008-06-06 23:49:26,39.906213,116.391292,110.0,11,167,447969.67711349303,4417525.176627415
2008-06-06 23:49:27,39.906211,116.391357,106.0,11,167,447975.23162060726,4417524.916781212
2008-06-06 23:49:28,39.906209,116.391421,103.0,11,167,447980.7006507979,4417524.657521533
2008-06-06 23:49:29,39.906207,116.391477,98.0,11,167,447985.4858634005,4417524.402925146
2008-06-06 23:49:30,39.906207,116.391524,97.0,11,167,447989.5032935269,4417524.375552222
2008-06-06 23:49:31,39.906207,116.391569,96.0,11,167,447993.34976917325,4417524.3493460845
2008-06-06 23:49:32,39.906209,116.391606,96.0,11,167,447996.5139391234,4417524.549779345
2008-06-06 23:49:33,39.906211,116.391636,95.0,11,167,447999.07976826833,4417524.754289803
2008-06-06 23:49:34,39.906214,116.391655,93.0,11,167,448000.7061037808,4417525.076195407
2008-06-06 23:49:35,39.906213,116.391682,103.0,11,167,448003.0132329186,4417524.949485338
2008-06-06 23:49:36,39.906218,116.391696,111.0,11,167,448004.2136940656,4417525.49628192
2008-06-06 23:49:37,39.906219,116.391695,120.0,11,167,448004.1289728329,4417525.607853673
2008-06-06 23:49:38,39.906219,116.391686,117.0,11,167,448003.3596778429,4417525.613093661
2008-06-06 23:49:43,39.906219,116.391685,115.0,11,167,448003.2742006213,4417525.613675887
2008-06-06 23:49:48,39.906218,116.391683,114.0,11,167,448003.10249017295,4417525.503850804
2008-06-06 23:49:53,39.906218,116.391679,114.0,11,167,448002.76058128366,4417525.506179723
2008-06-06 23:49:56,39.906218,116.391679,114.0,11,167,448002.76058128366,4417525.506179723
2008-06-06 23:49:58,39.906217,116.391675,114.0,11,167,448002.4179163792,4417525.397519118
2008-06-06 23:50:03,39.906216,116.391666,114.0,11,167,448001.6478653379,4417525.291769739
2008-06-06 23:50:08,39.906216,116.391662,114.0,11,167,448001.30595643626,4417525.294098725
2008-06-06 23:50:13,39.906216,116.39166,114.0,11,167,448001.1350019876,4417525.295263223
2008-06-06 23:50:18,39.906215,116.391661,114.0,11,167,448001.2197231785,4417525.183691435
2008-06-06 23:50:21,39.906215,116.391661,114.0,11,167,448001.2197231785,4417525.183691435
2008-06-06 23:50:23,39.906216,116.391664,114.0,11,167,448001.4769108871,4417525.2929342305
2008-06-06 23:50:24,39.906217,116.391695,113.0,11,167,448004.1274608526,4417525.385874596
2008-06-06 23:50:25,39.906217,116.391745,114.0,11,167,448008.40132203535,4417525.3567649685
2008-06-06 23:50:26,39.906216,116.391803,115.0,11,167,448013.3582451432,4417525.212011261
2008-06-06 23:50:27,39.906216,116.391871,117.0,11,167,448019.17069641565,4417525.1724297805
2008-06-06 23:50:28,39.906217,116.391943,118.0,11,167,448025.32581225317,4417525.241514342
2008-06-06 23:50:29,39.906217,116.392026,119.0,11,167,448032.4204217549,4417525.1932133725
2008-06-06 23:50:30,39.906218,116.392108,121.0,11,167,448039.43030949106,4417525.256490355
2008-06-06 23:50:31,39.906221,116.392196,123.0,11,167,448046.9545710583,4417525.538262409
2008-06-06 23:50:32,39.906227,116.392282,125.0,11,167,448054.3101433043,4417526.15417379
2008-06-06 23:50:33,39.906229,116.392374,126.0,11,167,448062.1755568729,4417526.322644685
2008-06-06 23:50:34,39.906235,116.392467,128.0,11,167,448070.12946728605,4417526.934500346
2008-06-06 23:50:35,39.906236,116.392565,129.0,11,167,448078.5069877012,4417526.988509673
2008-06-06 23:50:36,39.906241,116.392669,133.0,11,167,448087.400390142,4417527.482998611
2008-06-06 23:50:37,39.90625,116.392774,134.0,11,167,448096.38228704303,4417528.4208748555
2008-06-06 23:50:38,39.906253,116.392883,134.0,11,167,448105.70156315167,4417528.690500112
2008-06-06 23:50:39,39.906256,116.392999,134.0,11,167,448115.61917861516,4417528.956069937
2008-06-06 23:50:40,39.906258,116.393121,135.0,11,167,448126.04890195985,4417529.107177979
2008-06-06 23:50:41,39.906262,116.393243,136.0,11,167,448136.480132794,4417529.480279332
2008-06-06 23:50:42,39.906264,116.393365,136.0,11,167,448146.9098545404,4417529.6314158635
2008-06-06 23:50:43,39.906269,116.393489,137.0,11,167,448157.51279123814,4417530.114374238
2008-06-06 23:50:44,39.906269,116.393615,134.0,11,167,448168.28291262157,4417530.041238903
2008-06-06 23:50:45,39.906274,116.393747,135.0,11,167,448179.56966408493,4417530.519584894
2008-06-06 23:50:46,39.906283,116.39389,138.0,11,167,448191.7996754533,4417531.435524354
2008-06-06 23:50:47,39.906292,116.394034,143.0,11,167,448204.1151606923,4417532.350903402
2008-06-06 23:50:48,39.9063,116.394176,144.0,11,167,448216.2589355192,4417533.156472443
2008-06-06 23:50:49,39.906302,116.394316,143.0,11,167,448228.2272368557,4417533.297283005
2008-06-06 23:50:50,39.906307,116.394453,143.0,11,167,448239.9413638096,4417533.772819647
2008-06-06 23:50:51,39.906313,116.394592,147.0,11,167,448251.8271955925,4417534.358204888
2008-06-06 23:50:52,39.906319,116.394722,146.0,11,167,448262.94373145414,4417534.9488224555
2008-06-06 23:50:53,39.906321,116.394854,148.0,11,167,448274.2282112272,4417535.094339688
2008-06-06 23:50:54,39.906325,116.394981,149.0,11,167,448285.0868086996,4417535.464748003
2008-06-06 23:50:55,39.90633,116.395111,150.0,11,167,448296.20258783136,4417535.944424433
2008-06-06 23:50:56,39.906335,116.395233,151.0,11,167,448306.63454876747,4417536.428747648
2008-06-06 23:50:57,39.906336,116.39535,149.0,11,167,448316.63611704216,4417536.472020578
2008-06-06 23:50:58,39.906339,116.395463,149.0,11,167,448326.29727935226,4417536.739600095
2008-06-06 23:50:59,39.906337,116.395559,144.0,11,167,448334.5015748587,4417536.462078874
2008-06-06 23:51:00,39.906339,116.395642,144.0,11,167,448341.59767330514,4417536.636044203
2008-06-06 23:51:01,39.90634,116.395711,143.0,11,167,448347.4963415032,4417536.707123728
2008-06-06 23:51:02,39.906342,116.395773,143.0,11,167,448352.7974210354,4417536.893245504
2008-06-06 23:51:03,39.906345,116.395827,142.0,11,167,448357.4154346689,4417537.19498655
2008-06-06 23:51:04,39.906344,116.395866,143.0,11,167,448360.7482889243,4417537.06144554
2008-06-06 23:51:05,39.906346,116.395895,142.0,11,167,448363.22862503474,4417537.266656485
2008-06-06 23:51:06,39.906349,116.395915,141.0,11,167,448364.94041830866,4417537.58806132
2008-06-06 23:51:07,39.906352,116.395926,141.0,11,167,448365.88291803375,4417537.91467
2008-06-06 23:51:08,39.906353,116.39593,140.0,11,167,448366.22557693743,4417538.023346866
2008-06-06 23:51:13,39.906351,116.395929,142.0,11,167,448366.1385984346,4417537.801945978
2008-06-06 23:51:18,39.90635,116.395929,142.0,11,167,448366.1378477048,4417537.690956453
2008-06-06 23:51:23,39.906351,116.39593,142.0,11,167,448366.2240754802,4417537.801367814
2008-06-06 23:51:26,39.906351,116.39593,142.0,11,167,448366.2240754802,4417537.801367814
2008-06-06 23:51:28,39.90635,116.395929,142.0,11,167,448366.1378477048,4417537.690956453
2008-06-06 23:51:33,39.906349,116.395918,142.0,11,167,448365.1968494507,4417537.586326791
2008-06-06 23:51:38,39.90635,116.39592,142.0,11,167,448365.3685542879,4417537.69615997
2008-06-06 23:51:43,39.906349,116.395917,141.0,11,167,448365.11137240264,4417537.586904966
2008-06-06 23:51:45,39.906348,116.395914,141.0,11,167,448364.85419051215,4417537.477649973
2008-06-06 23:51:46,39.906348,116.395918,141.0,11,167,448365.19609870727,4417537.475337265
2008-06-06 23:51:47,39.90635,116.395945,141.0,11,167,448367.50548044883,4417537.681705949
2008-06-06 23:51:48,39.906353,116.395984,141.0,11,167,448370.8413372414,4417537.992127446
2008-06-06 23:51:49,39.906356,116.396033,140.0,11,167,448375.0319641252,4417538.296769705
2008-06-06 23:51:50,39.906357,116.396091,141.0,11,167,448379.9903828942,4417538.37423309
2008-06-06 23:51:51,39.906359,116.396167,141.0,11,167,448386.4881385888,4417538.55228621
2008-06-06 23:51:52,39.906362,116.39625,140.0,11,167,448393.58498344384,4417538.8372893585
2008-06-06 23:51:53,39.906369,116.396345,140.0,11,167,448401.7105528325,4417539.559323937
2008-06-06 23:51:54,39.906377,116.396442,140.0,11,167,448410.0078246622,4417540.391201323
2008-06-06 23:51:55,39.90638,116.396542,140.0,11,167,448418.55777569994,4417540.666407357
2008-06-06 23:51:56,39.906377,116.396645,140.0,11,167,448427.35965793073,4417540.273953379
2008-06-06 23:51:57,39.906382,116.396747,140.0,11,167,448436.0820615939,4417540.770003123
2008-06-06 23:51:58,39.906382,116.396858,140.0,11,167,448445.57000906346,4417540.705919694
2008-06-06 23:51:59,39.906384,116.39697,141.0,11,167,448455.1449323733,4417540.863249937
2008-06-06 23:52:00,39.906386,116.397085,141.0,11,167,448464.97628608963,4417541.018861006
2008-06-06 23:52:01,39.906384,116.397212,141.0,11,167,448475.83036659926,4417540.723603343
2008-06-06 23:52:02,39.906385,116.397337,142.0,11,167,448486.51574062987,4417540.762483316
2008-06-06 23:52:03,39.906387,116.397469,141.0,11,167,448497.8002021063,4417540.908330909
2008-06-06 23:52:04,39.906389,116.397603,141.0,11,167,448509.2556168627,4417541.053042051
2008-06-06 23:52:05,39.906392,116.397737,141.0,11,167,448520.7117793879,4417541.308759901
2008-06-06 23:52:06,39.906395,116.397869,141.0,11,167,448531.99698689056,4417541.565647549
2008-06-06 23:52:07,39.906398,116.398009,141.0,11,167,448543.96600920823,4417541.817942454
2008-06-06 23:52:08,39.906401,116.398155,141.0,11,167,448556.44789228775,4417542.066799897
2008-06-06 23:52:09,39.906403,116.398302,141.0,11,167,448569.0145034127,4417542.2041123295
2008-06-06 23:52:10,39.906405,116.398458,140.0,11,167,448582.35040648177,4417542.336263713
2008-06-06 23:52:11,39.906408,116.398613,141.0,11,167,448595.6015791356,4417542.580003502
2008-10-18 12:12:35,39.906473,116.388763,122.0,0,167,447753.7026955592,4417555.510373004
2008-10-18 12:12:37,39.906463,116.388875,126.0,0,167,447763.2685149044,4417554.334960785
2008-10-18 12:12:39,39.906474,116.388949,135.0,0,167,447769.602160901,4417555.512564656
2008-10-18 12:12:41,39.906482,116.388984,140.0,0,167,447772.59992773295,4417556.380012062
2008-10-18 12:12:43,39.906481,116.389042,142.0,0,167,447777.55682875897,4417556.235104997
2008-10-18 12:12:45,39.906474,116.389083,135.0,0,167,447781.05606709904,4417555.434203895
2008-10-18 12:12:47,39.906502,116.389123,125.0,0,167,447784.4964009214,4417558.518523443
2008-10-18 12:12:49,39.906504,116.389142,124.0,0,167,447786.12197991606,4417558.729393811
2008-10-18 12:12:51,39.906522,116.389181,111.0,0,167,447789.4692421629,4417560.704404712
2008-10-18 12:12:53,39.906515,116.389214,107.0,0,167,447792.28466472065,4417559.908185765
2008-10-18 12:12:55,39.90652,116.389224,105.0,0,167,447793.14322865446,4417560.457287656
2008-10-18 12:12:57,39.906508,116.389233,109.0,0,167,447793.9034116835,4417559.120151809
2008-10-18 12:12:59,39.906513,116.389234,110.0,0,167,447793.99268382107,4417559.674515001
2008-10-18 12:13:01,39.906517,116.389227,110.0,0,167,447793.39738203055,4417560.122565252
2008-10-18 12:13:03,39.90651,116.389241,107.0,0,167,447794.588744724,4417559.3374543525
2008-10-18 12:13:05,39.906512,116.389257,103.0,0,167,447795.95789263945,4417559.550080516
2008-10-18 12:13:07,39.906514,116.38927,100.0,0,167,447797.0706098893,4417559.764460537
2008-10-18 12:13:09,39.906512,116.389273,100.0,0,167,447797.32552246435,4417559.540727817
2008-10-18 12:13:11,39.906511,116.389275,100.0,0,167,447797.49571718805,4417559.428569197
2008-10-18 12:13:13,39.906514,116.389302,100.0,0,167,447799.8058694554,4417559.745755785
2008-10-18 12:13:15,39.90652,116.389317,98.0,0,167,447801.09257608023,4417560.402925588
2008-10-18 12:13:17,39.906515,116.38933,97.0,0,167,447802.19998050854,4417559.840379483
2008-10-18 12:13:19,39.906511,116.389361,95.0,0,167,447804.84672758577,4417559.378302809
2008-10-18 12:13:21,39.906518,116.389393,93.0,0,167,447807.5872992554,4417560.136527714
2008-10-18 12:13:23,39.906522,116.389428,92.0,0,167,447810.582024469,4417560.560031773
2008-10-18 12:13:25,39.90652,116.389463,90.0,0,167,447813.57219671813,4417560.317599689
2008-10-18 12:13:27,39.90651,116.389496,92.0,0,167,447816.3853456011,4417559.188421
2008-10-18 12:13:29,39.906514,116.389514,91.0,0,167,447817.9269640075,4417559.621861559
2008-10-18 12:13:31,39.906512,116.389539,91.0,0,167,447820.06236817705,4417559.385275122
2008-10-18 12:13:33,39.906518,116.389567,91.0,0,167,447822.4602721854,4417560.034852933
2008-10-18 12:13:35,39.906516,116.389602,90.0,0,167,447825.4504449382,4417559.792425507
2008-10-18 12:13:37,39.906521,116.389629,89.0,0,167,447827.7621129192,4417560.331599647
2008-10-18 12:13:39,39.906522,116.389655,89.0,0,167,447829.98526959476,4417560.427400447
2008-10-18 12:13:41,39.90653,116.389677,90.0,0,167,447831.87182833103,4417561.302465347
2008-10-18 12:13:43,39.906534,116.389696,90.0,0,167,447833.49892221787,4417561.735324891
2008-10-18 12:13:45,39.906534,116.389718,90.0,0,167,447835.3794125972,4417561.722474238
2008-10-18 12:13:47,39.906545,116.389725,91.0,0,167,447835.9860933248,4417562.939270562
2008-10-18 12:13:49,39.906556,116.389749,89.0,0,167,447838.0458795992,4417564.1461374285
2008-10-18 12:13:51,39.906567,116.389774,86.0,0,167,447840.1911420143,4417565.35242079
2008-10-18 12:13:53,39.906573,116.389799,86.0,0,167,447842.33261198166,4417566.003756989
2008-10-18 12:13:55,39.906567,116.389849,88.0,0,167,447846.601901569,4417565.308619239
2008-10-18 12:13:57,39.906571,116.389865,89.0,0,167,447847.97256335424,4417565.743233812
2008-10-18 12:13:59,39.906568,116.389883,91.0,0,167,447849.5088708107,4417565.399753861
2008-10-18 12:14:01,39.906577,116.389907,90.0,0,167,447851.56713779556,4417566.38464525
2008-10-18 12:14:03,39.906579,116.389928,90.0,0,167,447853.36366658856,4417566.594362049
2008-10-18 12:14:05,39.906586,116.38995,90.0,0,167,447855.24946287484,4417567.358443142
2008-10-18 12:14:07,39.906589,116.389977,90.0,0,167,447857.55961006,4417567.675647165
2008-10-18 12:14:09,39.90659,116.390004,90.0,0,167,447859.8682408462,4417567.770872784
2008-10-18 12:14:11,39.906589,116.390034,88.0,0,167,447862.43178573175,4417567.642368566
2008-10-18 12:14:13,39.906581,116.390043,86.0,0,167,447863.19501223287,4417566.749197922
2008-10-18 12:14:15,39.906575,116.390074,87.0,0,167,447865.84024422354,4417566.0651633
2008-10-18 12:14:17,39.906578,116.390104,86.0,0,167,447868.40682164306,4417566.3806193005
2008-10-18 12:14:19,39.906579,116.390134,86.0,0,167,447870.97188296635,4417566.474097061
2008-10-18 12:14:21,39.906585,116.390143,85.0,0,167,447871.7457215189,4417567.134780999
2008-10-18 12:14:23,39.90658,116.39016,86.0,0,167,447873.1950371035,4417566.569910422
2008-10-18 12:14:25,39.906577,116.390186,85.0,0,167,447875.4151596882,4417566.221766227
2008-10-18 12:14:27,39.906586,116.390216,86.0,0,167,447877.9862836116,4417567.203162748
2008-10-18 12:14:29,39.906589,116.390233,85.0,0,167,447879.4416621282,4417567.526209769
2008-10-18 12:14:31,39.906584,116.390251,85.0,0,167,447880.97645495494,4417566.960757059
2008-10-18 12:14:33,39.906593,116.390271,84.0,0,167,447882.69281028013,4417567.947991205
2008-10-18 12:14:35,39.906593,116.390298,84.0,0,167,447885.00068281166,4417567.932234869
2008-10-18 12:14:37,39.906588,116.390325,84.0,0,167,447887.3047668466,4417567.361531477
2008-10-18 12:14:39,39.906591,116.390349,84.0,0,167,447889.3584822486,4417567.680495702
2008-10-18 12:14:41,39.906597,116.390368,83.0,0,167,447890.98708661256,4417568.33534656
2008-10-18 12:14:43,39.906597,116.390397,83.0,0,167,447893.4659125133,4417568.318425807
2008-10-18 12:14:45,39.906598,116.39042,83.0,0,167,447895.4326354625,4417568.4159960225
2008-10-18 12:14:47,39.906585,116.390438,82.0,0,167,447896.96136877016,4417566.962630134
2008-10-18 12:14:49,39.906572,116.390469,81.0,0,167,447899.60130087944,4417565.501680391
2008-10-18 12:14:51,39.906573,116.390496,80.0,0,167,447901.9099315844,4417565.5969187245
2008-10-18 12:14:53,39.90659,116.390517,79.0,0,167,447903.71782088425,4417567.471490608
2008-10-18 12:14:55,39.906602,116.39054,78.0,0,167,447905.69287562586,4417568.789948513
2009-10-11 14:07:45,39.90642,116.38867,113.587903543307,0,151,447745.7130756125,4417549.682338004
2009-10-11 14:07:50,39.906415,116.388691,114.234137139108,0,151,447747.5042935579,4417549.115103081
2009-10-11 14:07:55,39.90642,116.388709,113.130390419948,0,151,447749.0466778317,4417549.659519333
2009-10-11 14:08:00,39.906408,116.38871,113.205472440945,0,151,447749.12303837144,4417548.327059619
2009-10-11 14:08:05,39.906382,116.38871,112.54687335958,0,151,447749.1032860916,4417545.441331241
2009-10-11 14:08:10,39.906369,116.388751,111.27406824147,0,151,447752.5979687297,4417543.974479815
2009-10-11 14:08:15,39.906366,116.38877,110.560541338583,0,151,447754.2197536655,4417543.630395665
2009-10-11 14:08:18,39.906366,116.38877,110.560541338583,0,151,447754.2197536655,4417543.630395665
2009-10-11 14:08:20,39.906367,116.388766,110.765656167979,0,151,447753.87860511185,4417543.743725293
2009-10-11 14:08:25,39.906367,116.388756,110.779160104987,0,151,447753.0238346542,4417543.749575548
2009-10-11 14:08:30,39.906367,116.388759,110.775029527559,0,151,447753.28026578994,4417543.747820461
2009-10-11 14:08:33,39.906367,116.388759,110.775029527559,0,151,447753.28026578994,4417543.747820461
2009-10-11 14:08:35,39.906364,116.388752,110.710538057743,0,151,447752.67964751896,4417543.418947021
2009-10-11 14:08:40,39.906368,116.388775,110.714530839895,0,151,447754.64865814295,4417543.849449697
2009-10-11 14:08:45,39.90638,116.388787,110.565019685039,0,151,447755.6834979592,4417545.174304248
2009-10-11 14:08:50,39.906389,116.388806,110.832611548556,0,151,447757.31439776975,4417546.16209538
2009-10-11 14:08:55,39.906392,116.388807,110.356049868766,0,151,447757.4021535356,4417546.4944790555
2009-10-11 14:09:00,39.906396,116.388809,110.483458005249,0,151,447757.57614588295,4417546.937267305
2009-10-11 14:09:03,39.906396,116.388809,110.483458005249,0,151,447757.57614588295,4417546.937267305
2009-10-11 14:09:05,39.906394,116.388813,110.5575,0,151,447757.916534772,4417546.71294829
2009-10-11 14:09:10,39.906395,116.388834,111.73626312336,0,151,447759.7123115717,4417546.811653562
2009-10-11 14:09:15,39.906393,116.388865,113.08437335958,0,151,447762.36057987885,4417546.57154129
2009-10-11 14:09:20,39.906377,116.388879,114.051765091864,0,151,447763.54510617565,4417544.787519583
2009-10-11 14:09:25,39.906375,116.388891,114.281847112861,0,151,447764.56931161415,4417544.558521596
2009-10-11 14:09:30,39.906386,116.388929,115.26250328084,0,151,447767.8257926916,4417545.757181116
2009-10-11 14:09:35,39.906406,116.388946,116.870383858268,0,151,447769.2940902542,4417547.967029596
2009-10-11 14:09:40,39.906408,116.388973,117.938562992126,0,151,447771.6034879136,4417548.17321814
